Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2022-08-21,Montpellier,Monaco,0,0,D,0,0,H,9,14,2,6,13,17,2,4,0,0,0,0,2022/3
2022-08-09,Lyon,Marseille,0,1,A,0,1,H,13,11,5,4,8,9,4,6,2,0,0,0,2022/3
2022-08-05,Nice,Lens,1,2,A,0,1,H,13,12,3,4,14,9,4,7,2,1,0,0,2022/3
2022-08-18,Nice,Montpellier,0,1,A,0,1,H,10,5,4,2,13,14,5,3,1,0,0,0,2022/3
2022-08-27,Marseille,Reims,1,0,H,0,0,H,12,9,3,3,9,13,5,6,3,2,0,0,2022/3
2022-08-12,Nice,Strasbourg,1,0,H,1,0,H,8,5,3,1,16,14,7,4,3,1,0,0,2022/3
2022-08-26,Brest,Strasbourg,0,0,D,0,0,H,3,8,1,3,11,9,6,5,0,2,0,0,2022/3
2022-08-11,Strasbourg,Montpellier,2,0,H,0,0,H,7,6,2,2,13,9,5,3,0,0,0,0,2022/3
2022-08-03,Lorient,Monaco,1,0,H,0,0,H,5,5,2,1,10,14,3,3,3,3,0,0,2022/3
2022-08-26,Auxerre,Toulouse,0,0,D,0,0,H,11,9,4,3,13,14,7,6,0,2,0,0,2022/3
2022-08-08,Nice,Nantes,0,0,D,0,0,H,7,3,3,1,17,16,5,2,1,3,0,0,2022/3
2022-08-06,Monaco,Strasbourg,3,0,H,2,0,H,10,5,3,1,14,12,5,7,3,2,0,0,2022/3
2022-08-21,Nantes,PSG,0,1,A,0,0,H,13,14,4,4,15,17,3,3,1,3,0,0,2022/3
2022-08-20,Lyon,Strasbourg,1,0,H,1,0,H,8,10,3,3,14,13,5,5,3,2,0,0,2022/3
2022-08-10,Brest,Lorient,0,0,D,0,0,H,8,4,3,1,13,17,7,7,1,3,0,0,2022/3
2022-08-23,Monaco,Lille,2,0,H,2,0,H,15,8,7,2,18,15,2,5,1,2,0,0,2022/3
2022-08-19,Le Havre,Lorient,1,0,H,1,0,H,9,13,3,4,11,17,3,5,1,0,0,0,2022/3
2022-08-10,Reims,Nantes,0,0,D,0,0,H,4,11,1,4,9,14,3,7,3,1,0,0,2022/3
2022-08-26,Lens,Lorient,0,0,D,0,0,H,5,12,2,5,14,9,6,7,3,3,0,0,2022/3
2022-08-14,Monaco,Rennes,2,0,H,0,0,H,14,7,6,3,16,8,7,5,2,0,0,0,2022/3
2022-08-20,Marseille,Monaco,2,1,H,0,0,H,10,12,4,3,8,17,5,6,3,2,0,0,2022/3
2022-08-17,Nice,Le Havre,0,0,D,0,0,H,9,3,2,1,16,16,3,6,1,3,0,0,2022/3
2022-08-05,Montpellier,Metz,0,0,D,0,0,H,6,6,2,2,13,8,3,5,3,0,0,0,2022/3
2022-08-24,Reims,Lorient,0,1,A,0,0,H,8,11,2,5,10,13,9,7,2,2,0,0,2022/3
2022-08-15,Marseille,Rennes,1,1,D,0,0,H,13,9,5,3,15,13,2,6,0,2,0,0,2022/3
2022-08-04,Toulouse,Lens,2,0,H,1,0,H,11,6,3,2,18,10,3,3,1,1,0,0,2022/3
2022-08-26,Lyon,Nantes,0,1,A,0,0,H,8,16,3,6,14,18,5,4,1,1,0,0,2022/3
2022-08-07,Nantes,Lorient,0,0,D,0,0,H,5,9,1,3,15,17,4,5,3,3,0,0,2022/3
2022-08-26,Monaco,Lens,2,1,H,0,0,H,14,11,4,4,9,17,8,6,0,1,0,0,2022/3
2022-08-16,Rennes,Auxerre,1,1,D,0,0,H,4,6,1,2,16,18,4,2,2,3,0,0,2022/3
2022-08-20,Montpellier,Lens,0,0,D,0,0,H,9,13,3,6,10,18,2,3,2,0,0,0,2022/3
2022-08-12,Montpellier,Le Havre,1,0,H,1,0,H,7,6,2,1,10,16,7,4,3,3,0,0,2022/3
2022-08-18,Marseille,Metz,0,1,A,0,0,H,12,8,4,3,18,10,6,9,1,3,0,0,2022/3
2022-08-28,Toulouse,Rennes,1,0,H,0,0,H,11,10,5,4,13,8,3,7,3,1,0,0,2022/3
2022-08-14,Auxerre,Lille,0,1,A,0,0,H,12,12,4,5,18,15,2,4,3,3,0,0,2022/3
2022-08-10,Auxerre,Montpellier,0,1,A,0,1,H,8,9,2,4,8,12,4,5,1,2,0,0,2022/3
2022-08-18,Montpellier,Marseille,0,0,D,0,0,H,10,6,4,2,16,9,5,2,0,2,0,0,2022/3
2022-08-02,Lens,Strasbourg,0,0,D,0,0,H,10,8,3,3,15,16,10,6,1,3,0,0,2022/3
2022-08-02,Lille,Brest,0,1,A,0,0,H,10,8,4,2,15,12,3,3,2,0,0,0,2022/3
2022-08-26,Metz,Montpellier,0,2,A,0,2,H,7,8,3,2,17,13,6,7,3,1,0,0,2022/3
2022-08-19,Montpellier,Lille,0,0,D,0,0,H,7,8,3,3,13,16,7,3,2,1,0,0,2022/3
2022-08-28,Auxerre,Rennes,0,1,A,0,0,H,9,8,3,2,16,18,6,3,0,1,0,0,2022/3
2022-08-28,Lille,Le Havre,0,0,D,0,0,H,10,5,4,2,18,10,3,3,1,1,0,0,2022/3
2022-08-13,PSG,Lille,4,0,H,3,0,H,15,10,5,4,15,10,7,8,2,3,0,0,2022/3
2022-08-13,Reims,Lens,0,0,D,0,0,H,6,8,2,3,16,12,7,7,2,3,0,0,2022/3
2022-08-24,Nantes,Reims,0,0,D,0,0,H,8,8,2,3,9,15,3,7,2,0,0,0,2022/3
2022-08-16,Lens,Toulouse,1,2,A,1,1,H,8,12,3,5,12,13,2,2,2,2,0,0,2022/3
2022-08-22,Brest,Montpellier,1,0,H,0,0,H,10,8,4,3,8,8,2,5,0,3,0,0,2022/3
2022-08-14,Auxerre,Strasbourg,0,2,A,0,1,H,10,11,3,4,11,10,4,5,2,1,0,0,2022/3
2022-08-03,Nice,Auxerre,0,1,A,0,1,H,9,17,2,6,13,18,8,7,1,0,0,0,2022/3
2022-08-21,Metz,Lorient,0,0,D,0,0,H,8,13,3,4,9,9,3,2,0,1,0,0,2022/3
2022-08-01,PSG,Le Havre,1,0,H,0,0,H,14,4,4,1,8,13,7,9,0,3,0,0,2022/3
2022-08-26,Lorient,Lyon,0,1,A,0,0,H,5,10,1,3,9,9,6,2,2,2,0,0,2022/3
2022-08-05,Rennes,PSG,2,3,A,1,2,H,19,15,8,6,18,18,3,4,1,0,0,0,2022/3
2022-08-24,Lens,Montpellier,0,1,A,0,0,H,8,4,3,1,11,18,8,10,1,3,0,0,2022/3
2022-08-05,Marseille,Le Havre,0,1,A,0,0,H,8,10,2,4,9,17,6,7,3,2,0,0,2022/3
2022-08-03,PSG,Metz,4,2,H,0,0,H,9,10,2,3,11,16,6,3,2,0,0,0,2022/3
2022-08-17,PSG,Auxerre,3,0,H,1,0,H,13,12,4,4,11,14,2,3,2,0,0,0,2022/3
2022-08-08,Brest,Nantes,0,0,D,0,0,H,7,9,2,3,15,18,9,4,0,0,0,0,2022/3
2022-08-19,Marseille,Toulouse,1,0,H,1,0,H,9,8,2,3,14,13,6,3,1,3,0,0,2022/3
2022-08-09,Metz,Rennes,0,0,D,0,0,H,10,6,3,1,11,8,3,6,0,3,0,0,2022/3
2022-08-23,Lyon,Monaco,1,2,A,0,2,H,10,12,4,4,14,9,3,6,1,2,0,0,2022/3
2022-08-05,Lille,Lyon,0,1,A,0,0,H,5,10,2,4,16,13,4,4,3,0,0,0,2022/3
2022-08-08,Lens,Nantes,0,0,D,0,0,H,9,11,4,3,9,14,3,2,0,3,0,0,2022/3
2022-08-06,Rennes,Lens,2,0,H,1,0,H,8,9,3,3,9,8,5,2,1,0,0,0,2022/3
2022-08-24,Reims,Lille,0,1,A,0,0,H,14,7,5,3,12,10,3,4,2,1,0,0,2022/3
2022-08-01,PSG,Nantes,0,0,D,0,0,H,15,8,6,2,13,14,5,5,2,0,0,0,2022/3
2022-08-17,Lyon,Rennes,0,1,A,0,1,H,8,10,3,3,13,8,2,5,3,1,0,0,2022/3
2022-08-11,Lens,Reims,0,1,A,0,0,H,11,9,3,3,17,11,5,4,1,2,0,0,2023/4
2022-08-01,Nantes,PSG,2,2,D,0,2,H,7,8,3,2,10,17,6,2,1,0,0,0,2023/4
2022-08-22,Toulouse,Metz,0,1,A,0,1,H,6,10,2,3,14,17,6,8,0,2,0,0,2023/4
2022-08-26,Toulouse,Marseille,1,0,H,0,0,H,4,14,1,6,18,15,7,7,2,1,0,0,2023/4
2022-08-12,Monaco,Nantes,1,0,H,0,0,H,10,5,4,2,11,18,7,6,1,3,0,0,2023/4
2022-08-23,Strasbourg,PSG,1,0,H,0,0,H,12,11,3,4,17,14,4,4,0,1,0,0,2023/4
2022-08-19,Rennes,Monaco,0,1,A,0,0,H,10,13,4,4,9,15,2,6,1,2,0,0,2023/4
2022-08-03,Nice,Monaco,0,0,D,0,0,H,16,13,7,4,18,18,3,6,2,3,0,0,2023/4
2022-08-26,Marseille,Reims,2,1,H,1,0,H,6,3,2,1,9,8,6,4,0,3,0,0,2023/4
2022-08-13,Auxerre,Montpellier,0,0,D,0,0,H,10,6,3,2,13,16,4,10,3,0,0,0,2023/4
2022-08-08,PSG,Le Havre,1,1,D,0,0,H,13,9,5,4,10,15,4,7,0,0,0,0,2023/4
2022-08-06,Lens,Brest,0,0,D,0,0,H,3,11,1,3,14,10,5,5,0,0,0,0,2023/4
2022-08-14,Montpellier,Brest,2,0,H,2,0,H,9,13,4,5,18,10,2,5,3,1,0,0,2023/4
2022-08-18,Reims,Lille,1,0,H,1,0,H,12,7,5,2,16,12,3,2,2,2,0,0,2023/4
2022-08-05,Lens,Lille,0,2,A,0,2,H,15,14,6,6,8,13,5,2,0,3,0,0,2023/4
2022-08-04,Nantes,Lens,0,0,D,0,0,H,11,11,4,4,8,11,5,3,1,2,0,0,2023/4
2022-08-16,Nice,Le Havre,1,0,H,0,0,H,10,8,3,3,15,18,3,4,2,0,0,0,2023/4
2022-08-06,Nantes,Montpellier,0,1,A,0,1,H,11,6,4,2,15,8,8,4,2,3,0,0,2023/4
2022-08-25,Monaco,Brest,2,1,H,2,0,H,18,10,6,3,18,9,6,7,0,2,0,0,2023/4
2022-08-02,Marseille,Nantes,0,0,D,0,0,H,12,7,5,2,14,16,4,8,3,3,0,0,2023/4
2022-08-28,Lorient,Toulouse,1,0,H,1,0,H,8,8,2,3,8,16,5,4,1,0,0,0,2023/4
2022-08-07,Toulouse,Lorient,0,1,A,0,1,H,8,6,3,2,11,10,8,8,0,3,0,0,2023/4
2022-08-05,Reims,Lens,0,4,A,0,4,H,9,7,3,3,17,12,7,5,2,0,0,0,2023/4
2022-08-17,Metz,Lorient,1,0,H,0,0,H,13,12,5,5,15,8,7,7,3,0,0,0,2023/4
2022-08-04,Brest,Lens,0,0,D,0,0,H,8,5,3,2,9,17,4,2,0,2,0,0,2023/4
2022-08-21,Lens,Rennes,0,1,A,0,0,H,14,10,6,3,15,17,10,5,3,0,0,0,2023/4
2022-08-13,Marseille,Montpellier,0,0,D,0,0,H,5,11,2,4,8,14,5,5,2,1,0,0,2023/4
2022-08-11,Nantes,Rennes,0,0,D,0,0,H,17,9,6,3,12,12,5,5,2,3,0,0,2023/4
2022-08-10,Lyon,Lorient,0,0,D,0,0,H,12,12,5,4,15,13,7,4,2,3,0,0,2023/4
2022-08-14,Rennes,Le Havre,3,2,H,3,0,H,10,3,3,1,15,16,4,2,2,0,0,0,2023/4
2022-08-05,Le Havre,Reims,0,1,A,0,0,H,8,12,2,4,16,17,6,5,0,1,0,0,2023/4
2022-08-15,Metz,PSG,0,1,A,0,0,H,13,17,6,5,8,13,3,7,1,2,0,0,2023/4
2022-08-22,Montpellier,PSG,1,1,D,0,0,H,12,17,4,8,8,11,4,8,2,3,0,0,2023/4
2022-08-12,Lorient,Lille,0,0,D,0,0,H,10,8,4,3,13,10,5,6,2,0,0,0,2023/4
2022-08-07,Nice,Lorient,0,1,A,0,0,H,10,7,3,2,11,18,8,7,1,1,0,0,2023/4
2022-08-25,Brest,Marseille,0,0,D,0,0,H,11,10,3,4,18,8,3,5,3,1,0,0,2023/4
2022-08-26,Le Havre,Rennes,0,0,D,0,0,H,7,6,2,2,12,18,3,8,2,3,0,0,2023/4
2022-08-10,Reims,Nice,0,0,D,0,0,H,9,8,3,2,18,16,4,2,3,0,0,0,2023/4
2022-08-18,Nice,Lille,0,1,A,0,1,H,11,8,5,3,18,17,4,5,2,2,0,0,2023/4
2022-08-11,Reims,PSG,1,2,A,0,0,H,15,10,5,3,12,12,6,9,2,1,0,0,2023/4
2022-08-26,Lyon,Reims,0,1,A,0,1,H,13,11,6,5,17,14,6,10,2,1,0,0,2023/4
2022-08-14,Le Havre,Nice,0,0,D,0,0,H,5,14,2,4,14,14,3,7,0,1,0,0,2023/4
2022-08-16,Lille,PSG,2,2,D,2,1,H,7,15,3,6,18,13,4,4,2,1,0,0,2023/4
2022-08-05,Rennes,Lyon,1,1,D,0,0,H,10,13,3,4,12,16,5,2,1,2,0,0,2023/4
2022-08-14,PSG,Lorient,4,1,H,3,1,H,13,8,4,3,13,13,9,3,2,2,0,0,2023/4
2022-08-19,Auxerre,Lyon,0,1,A,0,0,H,10,12,3,5,17,9,8,5,3,1,0,0,2023/4
2022-08-02,Rennes,Lille,1,0,H,0,0,H,11,9,4,3,10,10,8,4,1,2,0,0,2023/4
2022-08-11,Le Havre,Marseille,0,1,A,0,0,H,8,11,3,4,10,9,7,3,3,2,0,0,2023/4
2022-08-09,Nice,Nantes,0,0,D,0,0,H,8,10,3,3,11,10,2,4,1,3,0,0,2023/4
2022-08-14,Strasbourg,Lyon,0,0,D,0,0,H,3,10,1,3,14,14,4,5,3,3,0,0,2023/4
2022-08-11,Le Havre,Lille,1,1,D,1,1,H,7,9,3,4,16,11,4,9,0,0,0,0,2023/4
2022-08-05,Monaco,Lille,3,1,H,0,0,H,10,10,4,3,9,14,7,6,2,1,0,0,2023/4
2022-08-17,Monaco,Metz,0,0,D,0,0,H,6,7,2,2,17,16,6,2,2,3,0,0,2023/4
2022-08-12,Brest,Reims,0,0,D,0,0,H,10,13,3,6,11,10,3,4,3,0,0,0,2023/4
2022-08-19,Brest,Rennes,2,0,H,2,0,H,7,8,2,3,16,10,6,6,0,2,0,0,2023/4
2022-08-25,Lyon,Le Havre,0,0,D,0,0,H,11,7,4,2,16,17,4,3,0,0,0,0,2023/4
2022-08-14,Lille,Nice,1,2,A,0,0,H,16,16,4,7,15,14,9,5,0,2,0,0,2023/4
2022-08-10,Montpellier,Lyon,1,0,H,0,0,H,8,11,3,4,14,18,5,8,0,2,0,0,2023/4
2022-08-17,Metz,Lyon,0,1,A,0,1,H,5,5,1,2,17,9,2,8,2,0,0,0,2023/4
2022-08-27,Nantes,Le Havre,0,0,D,0,0,H,8,10,3,4,16,11,9,4,2,3,0,0,2023/4
2022-08-16,Nice,Lens,0,0,D,0,0,H,12,7,4,2,13,11,5,7,0,0,0,0,2023/4
2022-08-05,Le Havre,Auxerre,0,0,D,0,0,H,6,10,2,4,9,16,3,5,0,0,0,0,2023/4
2022-08-09,Rennes,Metz,0,0,D,0,0,H,7,11,2,5,15,8,2,9,0,1,0,0,2023/4
2022-08-14,Lens,Toulouse,1,0,H,1,0,H,8,3,2,1,9,9,2,2,0,0,0,0,2023/4
2022-08-15,Reims,Auxerre,0,0,D,0,0,H,13,8,4,2,17,12,6,2,0,2,0,0,2023/4
2022-08-09,Lens,Strasbourg,2,0,H,1,0,H,12,8,4,3,14,15,4,7,3,1,0,0,2023/4
2022-08-06,Strasbourg,Rennes,2,0,H,1,0,H,10,6,3,2,9,14,9,2,3,3,0,0,2023/4
2022-08-22,Monaco,PSG,1,2,A,0,0,H,7,16,2,4,10,15,4,7,3,0,0,0,2023/4
2022-08-01,Marseille,Metz,1,0,H,0,0,H,13,5,4,2,18,16,4,2,1,2,0,0,2023/4
2022-08-24,Montpellier,Marseille,0,2,A,0,0,H,7,14,2,5,11,15,4,6,2,3,0,0,2023/4
2022-08-01,Lorient,Monaco,0,0,D,0,0,H,7,5,3,2,18,10,4,11,3,3,0,0,2023/4
2022-08-09,Nantes,Lorient,0,0,D,0,0,H,8,13,3,4,8,16,5,5,1,3,0,0,2023/4
2022-08-15,Metz,Lille,0,1,A,0,0,H,14,8,5,3,9,15,4,4,3,2,0,0,2023/4
2022-08-14,Lille,Marseille,0,0,D,0,0,H,7,13,3,4,8,16,7,5,0,0,0,0,2023/4
2022-08-18,Brest,Lorient,0,0,D,0,0,H,12,9,5,4,11,18,7,3,3,2,0,0,2023/4
2022-08-18,Nice,Strasbourg,0,0,D,0,0,H,7,6,2,2,17,17,8,5,3,2,0,0,2023/4
2022-08-11,Toulouse,Nantes,0,0,D,0,0,H,10,10,4,3,13,18,2,9,2,2,0,0,2023/4
2022-08-23,Auxerre,Le Havre,0,0,D,0,0,H,3,7,1,2,14,9,4,6,2,1,0,0,2023/4
2022-08-26,Lille,Brest,2,0,H,1,0,H,12,13,4,5,11,13,9,3,0,3,0,0,2023/4
2022-08-15,Strasbourg,Nice,1,1,D,1,1,H,13,3,5,1,15,18,6,7,1,3,0,0,2023/4
2022-08-19,Lorient,Lens,0,0,D,0,0,H,5,10,2,3,15,16,6,5,1,1,0,0,2023/4
2022-08-11,Montpellier,Nice,0,0,D,0,0,H,8,9,3,3,16,14,5,3,3,1,0,0,2023/4
2022-08-05,Lyon,Rennes,2,1,H,0,1,H,16,15,7,5,10,14,5,3,2,2,0,0,2023/4
2022-08-20,Lille,Auxerre,0,1,A,0,0,H,7,11,2,3,12,18,5,4,2,1,0,0,2023/4
2022-08-23,Reims,Rennes,2,1,H,0,0,H,5,8,2,3,18,13,5,4,0,2,0,0,2023/4
2022-08-22,Reims,Brest,1,0,H,0,0,H,5,8,2,3,16,12,4,9,3,0,0,0,2023/4
2022-08-07,Nantes,Monaco,1,0,H,0,0,H,7,3,2,1,12,10,4,5,2,2,0,0,2023/4
2022-08-18,Marseille,Brest,0,0,D,0,0,H,18,8,8,2,8,13,9,6,3,0,0,0,2023/4
2022-08-21,Auxerre,Rennes,2,0,H,2,0,H,5,14,2,4,16,14,3,6,1,2,0,0,2023/4
2022-08-26,Lyon,Lille,0,0,D,0,0,H,13,8,4,3,18,13,5,3,0,0,0,0,2023/4
2022-08-15,Rennes,Marseille,2,1,H,2,0,H,11,10,5,4,11,18,2,7,2,1,0,0,2023/4
2022-08-22,Marseille,Lorient,0,0,D,0,0,H,11,12,3,4,9,10,7,5,1,0,0,0,2023/4
2022-08-19,Le Havre,Brest,0,0,D,0,0,H,6,12,2,3,12,8,3,8,2,3,0,0,2023/4
2022-08-02,Nantes,Marseille,0,1,A,0,1,H,4,11,1,4,18,17,6,6,2,3,0,0,2023/4
2022-08-17,Le Havre,Lorient,0,0,D,0,0,H,7,10,2,4,11,10,6,3,0,1,0,0,2023/4
2022-08-07,Nice,Reims,0,2,A,0,1,H,8,6,2,2,18,13,6,6,2,2,0,0,2023/4
2022-08-18,Reims,Lorient,0,1,A,0,1,H,10,10,4,3,18,8,8,4,0,2,0,0,2023/4
2022-08-02,Lille,Lens,0,1,A,0,0,H,7,12,2,5,18,13,9,4,3,0,0,0,2023/4
2022-08-27,Toulouse,Le Havre,1,0,H,0,0,H,11,4,3,1,13,16,5,4,3,3,0,0,2023/4
2022-08-04,Lorient,PSG,3,1,H,1,0,H,7,10,2,4,10,16,9,2,0,0,0,0,2023/4
2022-08-27,Montpellier,Lens,0,1,A,0,0,H,4,9,1,3,9,11,3,3,3,0,0,0,2023/4
2022-08-03,PSG,Lens,1,2,A,0,1,H,22,12,8,4,9,8,2,4,1,2,0,0,2023/4
2022-08-13,Rennes,Montpellier,0,0,D,0,0,H,15,7,5,2,15,18,9,8,3,3,0,0,2023/4
2022-08-24,Nantes,Lille,0,0,D,0,0,H,5,6,1,1,17,9,3,8,0,0,0,0,2023/4
2022-08-20,Brest,Toulouse,0,0,D,0,0,H,9,3,3,1,9,12,5,5,3,3,0,0,2023/4
2022-08-05,Brest,Lille,1,1,D,0,0,H,9,3,3,1,14,16,3,4,2,1,0,0,2023/4
2022-08-21,Le Havre,Nantes,0,0,D,0,0,H,11,5,5,2,13,8,7,5,1,0,0,0,2023/4
2022-08-03,Lorient,Rennes,0,0,D,0,0,H,11,13,4,5,12,11,2,4,2,1,0,0,2023/4
2022-08-08,Metz,Montpellier,0,2,A,0,2,H,7,7,2,2,17,12,2,6,1,0,0,0,2023/4
2022-08-18,Strasbourg,Le Havre,0,0,D,0,0,H,10,9,4,4,15,18,5,9,0,2,0,0,2023/4
2022-08-11,Nantes,Toulouse,0,0,D,0,0,H,8,7,2,2,13,10,7,4,1,0,0,0,2023/4
2022-08-11,PSG,Strasbourg,2,0,H,0,0,H,16,10,5,3,17,18,4,4,2,1,0,0,2023/4
2022-08-01,Nantes,Reims,0,0,D,0,0,H,9,11,3,4,13,11,4,2,1,3,0,0,2023/4
2022-08-16,PSG,Montpellier,1,0,H,0,0,H,16,3,6,1,15,15,6,4,2,2,0,0,2023/4
2022-08-09,Metz,Le Havre,0,1,A,0,0,H,13,11,5,3,10,16,7,6,1,2,0,0,2023/4
2022-08-28,Le Havre,Strasbourg,1,1,D,0,1,H,10,5,4,2,16,18,2,6,0,3,0,0,2023/4
2022-08-18,Lille,Reims,0,0,D,0,0,H,12,7,3,2,15,18,6,5,1,2,0,0,2023/4
2022-08-05,Montpellier,Metz,1,0,H,1,0,H,9,10,3,4,15,16,4,5,0,3,0,0,2023/4
2022-08-20,Toulouse,Nice,1,0,H,0,0,H,8,7,2,3,18,10,6,3,1,3,0,0,2023/4
2022-08-05,Lille,Lorient,1,0,H,0,0,H,9,5,3,2,15,13,4,6,0,1,0,0,2023/4
2022-08-22,Strasbourg,Nantes,0,0,D,0,0,H,10,11,3,3,11,16,8,2,2,3,0,0,2023/4
2022-08-11,Nice,Marseille,0,2,A,0,2,H,10,7,3,3,9,16,4,8,2,2,0,0,2023/4
2022-08-19,Marseille,Le Havre,1,0,H,1,0,H,7,11,2,4,18,9,3,4,2,3,0,0,2023/4
2022-08-12,Montpellier,Lille,0,3,A,0,2,H,10,8,3,3,15,15,3,3,0,1,0,0,2023/4
2022-08-05,Lorient,Le Havre,0,0,D,0,0,H,8,12,3,4,10,10,4,9,2,0,0,0,2023/4
2022-08-22,Monaco,Strasbourg,3,1,H,3,0,H,14,5,5,1,15,15,4,4,1,1,0,0,2023/4
2022-08-19,PSG,Auxerre,0,0,D,0,0,H,15,12,5,3,10,10,5,4,0,1,0,0,2023/4
2022-08-20,Lyon,Lens,1,1,D,0,1,H,11,14,3,6,17,18,7,3,0,2,0,0,2023/4
2022-08-16,Metz,Nice,1,1,D,0,0,H,10,8,4,3,10,11,6,3,3,1,0,0,2023/4
2022-08-09,PSG,Lille,4,2,H,4,2,H,21,11,7,4,10,18,2,3,2,3,0,0,2023/4
2022-08-01,Monaco,Lorient,0,0,D,0,0,H,9,14,3,4,11,16,2,3,3,1,0,0,2023/4
2022-08-26,Lorient,Nantes,0,1,A,0,1,H,3,9,1,3,16,16,2,10,0,0,0,0,2023/4
2022-08-25,Brest,Metz,0,1,A,0,0,H,9,8,3,3,18,18,3,3,3,3,0,0,2023/4
2022-08-26,Strasbourg,Lille,0,0,D,0,0,H,10,15,4,5,15,14,5,6,2,0,0,0,2023/4
2022-08-03,Le Havre,Toulouse,0,0,D,0,0,H,16,8,7,3,12,17,3,7,3,2,0,0,2023/4
2022-08-04,Reims,Toulouse,0,0,D,0,0,H,6,10,2,4,16,8,4,6,3,1,0,0,2023/4
2022-08-21,Lorient,Montpellier,0,0,D,0,0,H,7,8,2,2,17,12,3,7,2,3,0,0,2023/4
2022-08-07,Lens,Monaco,0,2,A,0,0,H,4,12,1,4,14,16,8,4,3,1,0,0,2023/4
2022-08-12,PSG,Reims,0,0,D,0,0,H,13,10,4,3,14,10,3,2,0,1,0,0,2023/4
2022-08-13,Lorient,Reims,0,0,D,0,0,H,14,10,4,3,13,16,3,6,0,1,0,0,2023/4
2022-08-16,Montpellier,Lorient,1,0,H,0,0,H,5,13,2,6,17,14,2,4,0,0,0,0,2023/4
2022-08-13,Auxerre,PSG,1,1,D,1,1,H,7,13,2,5,17,18,4,3,2,0,0,0,2023/4
2022-08-07,PSG,Nantes,1,0,H,0,0,H,11,9,4,3,18,16,3,3,2,1,0,0,2023/4
2022-08-06,Rennes,Nantes,0,0,D,0,0,H,12,16,4,5,18,8,6,2,2,1,0,0,2023/4
2022-08-13,Nice,Auxerre,0,0,D,0,0,H,5,5,1,1,13,18,8,7,3,3,0,0,2023/4
2022-08-03,Strasbourg,Reims,0,1,A,0,1,H,5,11,2,3,16,12,7,4,2,2,0,0,2023/4
2022-08-13,Lyon,Nantes,2,0,H,1,0,H,14,3,5,1,17,8,3,6,2,1,0,0,2023/4
2022-08-04,Strasbourg,Monaco,1,0,H,0,0,H,7,13,2,4,16,12,4,8,2,3,0,0,2023/4
2022-08-25,Marseille,Lille,2,1,H,1,0,H,13,8,5,3,15,18,6,5,3,0,0,0,2023/4
2022-08-08,Montpellier,Toulouse,0,0,D,0,0,H,12,6,4,2,18,11,6,9,2,3,0,0,2023/4
2022-08-08,Lyon,Nice,1,0,H,0,0,H,6,17,1,7,12,9,6,5,3,2,0,0,2023/4
2022-08-19,PSG,Toulouse,1,1,D,0,0,H,17,13,6,4,12,10,8,9,1,3,0,0,2023/4
2022-08-08,Lille,Montpellier,0,0,D,0,0,H,8,7,2,2,11,11,7,4,2,1,0,0,2023/4
2022-08-16,Marseille,Rennes,0,0,D,0,0,H,12,6,3,2,17,8,6,4,0,3,0,0,2023/4
2022-08-19,Brest,Nice,2,0,H,2,0,H,8,11,3,5,12,15,5,4,1,2,0,0,2023/4
2022-08-14,Toulouse,Reims,0,1,A,0,0,H,10,11,3,4,15,16,7,6,0,2,0,0,2023/4
2022-08-23,Lyon,Auxerre,0,0,D,0,0,H,11,3,3,1,16,15,4,8,2,0,0,0,2023/4
2022-08-20,Lens,Auxerre,1,0,H,1,0,H,13,11,5,4,12,10,4,5,2,1,0,0,2023/4
2022-08-14,Brest,Auxerre,1,0,H,0,0,H,9,5,3,1,11,14,3,5,2,2,0,0,2023/4
2022-08-19,Lorient,Auxerre,0,0,D,0,0,H,13,8,4,2,18,11,7,3,0,2,0,0,2023/4
2022-08-26,Lyon,Marseille,1,0,H,1,0,H,12,15,5,5,10,15,5,3,0,1,0,0,2023/4
2022-08-18,Metz,Monaco,0,0,D,0,0,H,14,7,6,2,13,15,4,3,2,2,0,0,2023/4
2022-08-02,Reims,Monaco,1,1,D,0,1,H,6,15,2,6,11,12,5,8,3,0,0,0,2023/4
2022-08-26,Monaco,Le Havre,1,0,H,1,0,H,9,9,3,3,12,13,2,2,0,3,0,0,2023/4
2022-08-19,Le Havre,Monaco,0,0,D,0,0,H,7,7,3,2,18,18,3,5,1,2,0,0,2023/4
2022-08-03,Montpellier,Le Havre,0,0,D,0,0,H,5,10,1,4,14,17,4,3,2,3,0,0,2023/4
2022-08-11,Rennes,PSG,1,1,D,1,1,H,12,13,4,6,14,18,4,2,3,0,0,0,2023/4
2022-08-23,Montpellier,Reims,0,1,A,0,0,H,11,7,3,3,12,17,4,7,3,2,0,0,2023/4
2022-08-17,Marseille,Strasbourg,0,1,A,0,0,H,11,6,5,2,15,14,7,5,1,1,0,0,2023/4
2022-08-24,Montpellier,Monaco,1,1,D,0,1,H,10,9,3,3,9,11,4,6,1,3,0,0,2023/4
2022-08-01,Metz,Lens,0,0,D,0,0,H,13,4,6,1,14,16,7,15,0,0,0,0,2023/4
2022-08-10,Monaco,Toulouse,2,0,H,2,0,H,11,9,4,4,11,11,2,2,2,3,0,0,2023/4
