Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2022-08-16,Verona,Como,0,0,D,0,0,H,8,14,3,5,13,17,6,4,0,3,0,0,2022/3
2022-08-20,Como,Intel Milan,1,1,D,0,1,H,8,13,2,5,14,8,3,8,3,3,0,0,2022/3
2022-08-18,Napoli,Roma,1,0,H,0,0,H,10,18,3,7,10,15,7,6,1,3,0,0,2022/3
2022-08-15,Atalanta,Sassuolo,1,2,A,0,2,H,11,7,3,3,11,17,5,5,1,3,0,0,2022/3
2022-08-16,Bologna,AC Milan,0,1,A,0,0,H,13,6,5,2,16,13,9,9,2,0,0,0,2022/3
2022-08-12,Torino,Lecce,0,1,A,0,1,H,11,6,4,2,18,8,5,4,3,1,0,0,2022/3
2022-08-25,Udinese,Lecce,0,0,D,0,0,H,10,11,4,5,8,18,4,11,0,0,0,0,2022/3
2022-08-05,Sassuolo,Empoli,1,0,H,1,0,H,4,9,1,3,14,13,7,5,1,3,0,0,2022/3
2022-08-20,Roma,Sassuolo,0,0,D,0,0,H,7,10,2,3,12,18,4,5,0,2,0,0,2022/3
2022-08-19,Monza,Verona,1,0,H,1,0,H,6,8,2,2,16,15,2,5,1,2,0,0,2022/3
2022-08-26,Como,Napoli,1,0,H,0,0,H,7,9,2,4,16,15,2,5,0,2,0,0,2022/3
2022-08-18,Bologna,Juventus,0,0,D,0,0,H,9,16,3,5,8,13,3,4,1,3,0,0,2022/3
2022-08-28,Fiorentina,Lazio,1,1,D,1,1,H,12,5,3,2,17,13,3,3,0,3,0,0,2022/3
2022-08-28,Empoli,Torino,0,0,D,0,0,H,9,7,3,3,8,14,4,3,3,3,0,0,2022/3
2022-08-18,Napoli,Venezia,2,1,H,1,1,H,14,4,5,1,11,16,7,5,3,0,0,0,2022/3
2022-08-11,Bologna,Fiorentina,2,0,H,0,0,H,12,11,5,4,11,15,9,2,1,0,0,0,2022/3
2022-08-08,Genoa,Torino,0,1,A,0,0,H,8,4,3,1,15,9,5,3,3,1,0,0,2022/3
2022-08-27,Sassuolo,Torino,0,0,D,0,0,H,7,8,3,3,16,13,9,3,1,0,0,0,2022/3
2022-08-28,Fiorentina,Cagliari,3,0,H,1,0,H,14,9,6,3,14,16,3,6,0,3,0,0,2022/3
2022-08-14,Empoli,Venezia,0,0,D,0,0,H,11,4,4,1,8,14,6,7,3,3,0,0,2022/3
2022-08-08,Monza,Bologna,0,0,D,0,0,H,8,12,3,4,13,12,2,5,0,0,0,0,2022/3
2022-08-16,Udinese,Monza,0,0,D,0,0,H,6,9,2,4,18,10,8,8,2,0,0,0,2022/3
2022-08-18,Empoli,Monza,1,2,A,0,2,H,9,7,3,3,18,17,2,5,0,0,0,0,2022/3
2022-08-05,Empoli,Atalanta,0,0,D,0,0,H,4,16,1,6,11,13,6,3,3,2,0,0,2022/3
2022-08-01,Verona,Lazio,0,1,A,0,1,H,7,12,2,3,10,12,4,5,0,0,0,0,2022/3
2022-08-25,AC Milan,Cagliari,1,0,H,0,0,H,11,6,3,2,12,17,2,4,1,0,0,0,2022/3
2022-08-22,Como,Venezia,0,0,D,0,0,H,8,6,3,2,9,9,2,3,2,2,0,0,2022/3
2022-08-01,Cagliari,Torino,1,1,D,0,1,H,10,4,3,1,12,15,2,7,2,0,0,0,2022/3
2022-08-02,Udinese,Empoli,0,0,D,0,0,H,10,9,3,3,18,16,5,6,1,1,0,0,2022/3
2022-08-22,Torino,Como,0,0,D,0,0,H,11,3,5,1,8,18,3,9,3,2,0,0,2022/3
2022-08-12,AC Milan,Torino,1,0,H,0,0,H,15,8,5,3,18,16,5,2,0,1,0,0,2022/3
2022-08-16,Atalanta,Monza,2,0,H,0,0,H,10,8,4,3,10,10,6,6,2,2,0,0,2022/3
2022-08-17,AC Milan,Atalanta,0,1,A,0,1,H,9,12,4,4,11,11,2,7,2,0,0,0,2022/3
2022-08-09,Monza,Genoa,1,2,A,0,0,H,14,7,6,3,12,18,4,7,3,3,0,0,2022/3
2022-08-02,Juventus,Cagliari,0,0,D,0,0,H,15,8,4,2,12,13,7,8,1,0,0,0,2022/3
2022-08-25,Verona,Napoli,0,0,D,0,0,H,9,9,4,3,16,14,3,2,3,1,0,0,2022/3
2022-08-04,Lecce,Empoli,0,2,A,0,0,H,5,7,1,2,15,8,5,7,3,1,0,0,2022/3
2022-08-04,Empoli,Udinese,1,0,H,1,0,H,10,9,4,3,14,14,8,3,0,1,0,0,2022/3
2022-08-20,Verona,AC Milan,0,2,A,0,0,H,15,12,6,4,9,18,4,3,1,0,0,0,2022/3
2022-08-14,Napoli,Bologna,1,1,D,0,1,H,12,13,4,4,14,10,8,5,2,3,0,0,2022/3
2022-08-05,Torino,Roma,0,0,D,0,0,H,13,11,4,4,15,14,3,4,3,3,0,0,2022/3
2022-08-19,Atalanta,Lecce,2,0,H,2,0,H,13,10,5,4,13,15,7,5,2,3,0,0,2022/3
2022-08-17,Roma,Napoli,1,0,H,1,0,H,13,14,4,5,17,15,8,5,0,3,0,0,2022/3
2022-08-16,Lecce,Bologna,2,0,H,0,0,H,7,11,2,4,9,14,8,8,0,2,0,0,2022/3
2022-08-25,Juventus,Venezia,0,0,D,0,0,H,10,10,4,3,12,15,4,8,0,3,0,0,2022/3
2022-08-06,Lazio,Fiorentina,2,1,H,0,1,H,6,10,2,3,14,12,4,2,2,2,0,0,2022/3
2022-08-26,Torino,Lazio,2,0,H,1,0,H,6,7,2,2,14,17,6,2,2,2,0,0,2022/3
2022-08-04,Venezia,Sassuolo,0,0,D,0,0,H,5,7,2,3,11,15,3,6,0,2,0,0,2022/3
2022-08-07,Torino,Monza,0,0,D,0,0,H,7,6,2,1,16,11,5,9,3,1,0,0,2022/3
2022-08-06,Lecce,Fiorentina,0,1,A,0,0,H,7,8,3,2,15,18,4,3,3,0,0,0,2022/3
2022-08-14,Atalanta,AC Milan,0,1,A,0,0,H,11,11,4,3,12,12,5,4,0,1,0,0,2022/3
2022-08-11,Sassuolo,Verona,1,0,H,0,0,H,9,12,3,4,13,13,4,4,3,0,0,0,2022/3
2022-08-27,Fiorentina,Udinese,0,0,D,0,0,H,12,7,5,3,9,11,6,4,2,0,0,0,2022/3
2022-08-22,Roma,Cagliari,1,0,H,1,0,H,6,5,1,1,13,12,4,7,1,2,0,0,2022/3
2022-08-18,AC Milan,Fiorentina,2,0,H,2,0,H,15,10,5,3,16,18,4,4,0,2,0,0,2022/3
2022-08-06,Cagliari,Roma,3,0,H,2,0,H,11,9,3,2,15,9,7,3,1,3,0,0,2022/3
2022-08-20,Empoli,Napoli,0,0,D,0,0,H,11,8,4,2,11,15,6,4,0,1,0,0,2022/3
2022-08-14,Lazio,Napoli,1,0,H,0,0,H,9,11,3,3,10,15,6,4,3,3,0,0,2022/3
2022-08-26,Intel Milan,Atalanta,1,4,A,0,1,H,14,23,5,11,16,9,2,5,2,3,0,0,2022/3
2022-08-19,Torino,AC Milan,0,0,D,0,0,H,15,8,6,3,18,10,9,3,2,2,0,0,2022/3
2022-08-12,Fiorentina,Genoa,0,0,D,0,0,H,13,11,4,4,18,15,4,4,1,3,0,0,2022/3
2022-08-01,Empoli,Como,0,0,D,0,0,H,3,6,1,2,18,13,7,4,1,3,0,0,2022/3
2022-08-06,Lecce,Verona,0,1,A,0,0,H,5,10,2,3,8,11,4,6,0,3,0,0,2022/3
2022-08-16,Bologna,Sassuolo,0,0,D,0,0,H,10,3,4,1,15,17,3,7,0,2,0,0,2022/3
2022-08-08,Genoa,Napoli,0,0,D,0,0,H,5,9,1,3,11,11,9,5,0,2,0,0,2022/3
2022-08-01,Como,AC Milan,0,1,A,0,1,H,11,9,5,2,9,14,2,2,3,2,0,0,2022/3
2022-08-02,Atalanta,Cagliari,0,0,D,0,0,H,9,9,3,2,9,17,7,4,1,2,0,0,2022/3
2022-08-22,AC Milan,Como,0,0,D,0,0,H,9,7,3,3,11,17,6,4,3,0,0,0,2022/3
2022-08-19,Cagliari,Verona,0,0,D,0,0,H,9,8,4,3,9,8,5,6,3,3,0,0,2022/3
2022-08-12,Venezia,Verona,1,0,H,0,0,H,9,7,3,3,8,12,4,3,3,0,0,0,2022/3
2022-08-05,Verona,Venezia,0,2,A,0,1,H,8,14,3,4,12,15,5,3,1,1,0,0,2022/3
2022-08-23,Venezia,Udinese,0,0,D,0,0,H,10,11,3,5,10,14,6,6,0,1,0,0,2022/3
2022-08-10,Sassuolo,Udinese,1,0,H,1,0,H,11,8,3,2,8,9,3,8,2,3,0,0,2022/3
2022-08-13,Venezia,Lazio,0,0,D,0,0,H,10,5,3,2,10,17,4,3,0,0,0,0,2022/3
2022-08-14,Udinese,Verona,1,0,H,0,0,H,10,8,4,2,16,14,3,8,3,2,0,0,2022/3
2022-08-13,Udinese,Fiorentina,0,0,D,0,0,H,9,9,3,2,16,18,3,6,1,0,0,0,2022/3
2022-08-02,Genoa,Bologna,1,0,H,1,0,H,5,9,1,4,16,18,3,6,3,0,0,0,2022/3
2022-08-01,Como,Sassuolo,1,0,H,1,0,H,8,12,3,4,17,10,8,7,0,0,0,0,2022/3
2022-08-26,Lazio,Cagliari,0,0,D,0,0,H,11,7,4,2,8,15,2,7,0,1,0,0,2022/3
2022-08-11,Intel Milan,Sassuolo,1,0,H,0,0,H,10,15,3,6,18,15,2,5,1,0,0,0,2022/3
2022-08-06,Sassuolo,Roma,0,0,D,0,0,H,15,9,6,4,10,17,4,9,1,1,0,0,2022/3
2022-08-11,Cagliari,AC Milan,1,0,H,0,0,H,7,12,3,5,12,8,4,4,0,2,0,0,2022/3
2022-08-28,Verona,Udinese,1,0,H,0,0,H,6,10,2,4,12,15,2,8,2,2,0,0,2022/3
2022-08-12,Juventus,Napoli,3,2,H,1,2,H,13,14,5,6,17,12,6,2,3,0,0,0,2022/3
2022-08-24,Cagliari,Udinese,1,1,D,0,0,H,10,7,4,2,12,14,6,6,1,3,0,0,2022/3
2022-08-12,Roma,Bologna,2,0,H,0,0,H,11,12,4,4,13,18,5,4,2,0,0,0,2022/3
2022-08-12,Juventus,Genoa,0,0,D,0,0,H,6,12,2,4,8,8,12,11,3,3,0,0,2022/3
2022-08-15,Juventus,Lecce,0,1,A,0,0,H,11,6,3,2,10,9,3,10,0,1,0,0,2022/3
2022-08-07,AC Milan,Monza,2,0,H,1,0,H,22,9,9,2,11,11,5,2,0,2,0,0,2022/3
2022-08-03,Lazio,Bologna,0,0,D,0,0,H,12,8,4,2,12,14,6,3,0,0,0,0,2022/3
2022-08-11,Torino,Intel Milan,4,1,H,2,0,H,15,17,7,8,10,8,2,6,3,1,0,0,2022/3
2022-08-07,Lecce,Juventus,0,1,A,0,0,H,11,8,4,3,9,14,5,3,2,1,0,0,2022/3
2022-08-13,AC Milan,Sassuolo,0,0,D,0,0,H,11,6,5,2,9,12,4,8,0,1,0,0,2022/3
2022-08-04,Napoli,Lecce,0,0,D,0,0,H,14,11,5,4,17,17,6,5,2,2,0,0,2022/3
2022-08-20,Venezia,Napoli,0,1,A,0,1,H,5,10,1,4,18,18,2,2,2,0,0,0,2022/3
2022-08-27,Cagliari,Genoa,0,1,A,0,0,H,8,8,3,2,13,14,4,6,3,1,0,0,2022/3
2022-08-20,Bologna,Empoli,1,1,D,1,1,H,9,10,3,3,13,9,3,7,3,3,0,0,2022/3
2022-08-01,Lecce,Cagliari,0,1,A,0,0,H,8,13,2,5,10,10,2,3,3,3,0,0,2022/3
2022-08-01,Genoa,Udinese,0,0,D,0,0,H,10,11,3,4,10,12,3,7,1,1,0,0,2022/3
2022-08-10,Intel Milan,Juventus,0,0,D,0,0,H,17,12,6,3,17,8,9,3,2,3,0,0,2022/3
2022-08-28,Monza,Udinese,0,0,D,0,0,H,5,11,1,4,18,17,7,6,3,2,0,0,2022/3
2022-08-17,Atalanta,Genoa,4,0,H,1,0,H,10,10,3,3,17,16,8,11,0,3,0,0,2022/3
2022-08-04,Intel Milan,Fiorentina,0,1,A,0,0,H,12,8,4,3,13,9,7,7,0,0,0,0,2022/3
2022-08-26,Roma,AC Milan,2,1,H,0,0,H,7,12,2,4,16,12,7,5,2,2,0,0,2022/3
2022-08-07,Cagliari,Empoli,0,0,D,0,0,H,11,10,3,4,15,9,6,9,3,2,0,0,2022/3
2022-08-20,Lecce,Intel Milan,0,1,A,0,0,H,11,13,3,4,13,12,5,4,2,0,0,0,2022/3
2022-08-01,Napoli,Juventus,1,1,D,0,0,H,15,16,6,5,9,18,4,5,0,3,0,0,2022/3
2022-08-07,Juventus,Roma,1,2,A,0,0,H,9,12,3,4,18,8,6,8,0,0,0,0,2022/3
2022-08-22,Genoa,Juventus,0,1,A,0,0,H,14,13,5,6,16,18,7,2,0,3,0,0,2022/3
2022-08-13,Torino,Napoli,0,0,D,0,0,H,5,6,2,2,13,14,6,5,2,0,0,0,2022/3
2022-08-24,Atalanta,Napoli,1,6,A,1,4,H,19,11,8,5,13,12,7,5,1,3,0,0,2022/3
2022-08-05,Venezia,Lecce,0,0,D,0,0,H,10,15,4,6,12,9,5,7,0,3,0,0,2022/3
2022-08-22,Bologna,Lecce,0,0,D,0,0,H,4,8,1,2,9,9,2,6,2,3,0,0,2022/3
2022-08-09,Lazio,Genoa,0,0,D,0,0,H,9,3,3,1,16,10,7,5,1,1,0,0,2022/3
2022-08-10,Udinese,Lazio,0,0,D,0,0,H,11,9,4,4,10,9,8,4,0,3,0,0,2022/3
2022-08-20,Bologna,Napoli,1,2,A,0,0,H,9,13,2,5,13,9,8,7,2,1,0,0,2022/3
2022-08-03,Genoa,Como,1,0,H,0,0,H,7,10,2,3,15,12,3,7,3,2,0,0,2022/3
2022-08-25,Roma,Monza,0,2,A,0,1,H,13,12,4,5,12,17,7,4,2,0,0,0,2022/3
2022-08-04,Monza,Juventus,0,1,A,0,0,H,10,10,4,3,11,15,3,10,0,1,0,0,2022/3
2022-08-08,Bologna,Lazio,2,1,H,1,1,H,8,15,3,7,18,9,2,4,0,3,0,0,2022/3
2022-08-14,Napoli,Torino,0,0,D,0,0,H,11,8,3,3,17,18,3,6,2,3,0,0,2022/3
2022-08-08,Como,Roma,1,1,D,0,0,H,12,7,4,3,8,12,2,4,0,2,0,0,2022/3
2022-08-27,Intel Milan,Udinese,2,0,H,1,0,H,13,9,5,3,15,11,6,5,1,2,0,0,2022/3
2022-08-20,Lazio,Udinese,1,0,H,0,0,H,13,5,5,2,15,11,4,4,3,3,0,0,2022/3
2022-08-27,Verona,Cagliari,0,0,D,0,0,H,10,6,4,2,13,11,2,7,0,3,0,0,2022/3
2022-08-19,Roma,Atalanta,0,1,A,0,0,H,10,18,3,5,11,15,6,5,0,0,0,0,2022/3
2022-08-19,Lazio,Empoli,0,0,D,0,0,H,9,13,3,4,15,12,4,8,0,2,0,0,2022/3
2022-08-12,Intel Milan,Como,0,0,D,0,0,H,15,10,6,4,8,17,3,4,2,3,0,0,2022/3
2022-08-24,Como,Juventus,0,0,D,0,0,H,12,13,3,4,10,14,6,5,3,0,0,0,2022/3
2022-08-06,Intel Milan,Lazio,1,1,D,0,0,H,17,10,8,4,12,9,3,5,3,0,0,0,2022/3
2022-08-24,Bologna,Intel Milan,1,0,H,0,0,H,11,10,3,4,18,14,5,5,1,3,0,0,2022/3
2022-08-18,Intel Milan,AC Milan,2,1,H,0,0,H,16,5,6,2,18,8,2,8,3,1,0,0,2022/3
2022-08-15,AC Milan,Lecce,1,1,D,0,0,H,10,8,4,3,17,13,12,2,1,1,0,0,2022/3
2022-08-06,Bologna,Atalanta,1,0,H,1,0,H,6,14,2,6,13,14,2,4,3,3,0,0,2022/3
2022-08-17,Monza,Intel Milan,1,0,H,0,0,H,13,16,5,7,13,14,6,5,0,3,0,0,2022/3
2022-08-03,Sassuolo,Fiorentina,0,0,D,0,0,H,6,9,1,4,11,12,6,4,1,3,0,0,2022/3
2022-08-16,Roma,Udinese,1,0,H,0,0,H,11,11,3,3,11,15,4,2,2,1,0,0,2022/3
2022-08-01,Fiorentina,Sassuolo,0,0,D,0,0,H,6,11,2,4,17,12,4,4,1,0,0,0,2022/3
2022-08-21,Como,Cagliari,0,0,D,0,0,H,8,6,3,1,16,15,7,5,0,2,0,0,2022/3
2022-08-19,Sassuolo,Cagliari,1,1,D,1,0,H,10,5,4,1,10,18,6,7,2,1,0,0,2022/3
2022-08-25,Udinese,Genoa,0,0,D,0,0,H,11,7,5,2,17,13,7,6,2,3,0,0,2022/3
2022-08-10,Udinese,AC Milan,0,1,A,0,1,H,7,17,3,5,18,10,9,7,3,1,0,0,2022/3
2022-08-21,Verona,Roma,1,0,H,1,0,H,12,12,3,4,9,14,7,5,0,1,0,0,2022/3
2022-08-12,Lecce,Roma,0,1,A,0,1,H,8,8,3,2,14,8,4,3,2,1,0,0,2023/4
2022-08-02,Cagliari,Atalanta,0,0,D,0,0,H,10,10,3,3,9,11,3,4,0,3,0,0,2023/4
2022-08-06,AC Milan,Napoli,1,0,H,0,0,H,6,3,1,1,18,9,9,7,3,2,0,0,2023/4
2022-08-12,Monza,Lazio,0,1,A,0,0,H,10,10,3,4,17,13,6,2,0,2,0,0,2023/4
2022-08-28,Lazio,Napoli,0,3,A,0,1,H,9,12,2,5,9,15,6,5,2,0,0,0,2023/4
2022-08-28,Bologna,Verona,0,1,A,0,1,H,14,8,5,3,18,14,6,5,1,0,0,0,2023/4
2022-08-06,Atalanta,Napoli,0,3,A,0,3,H,17,19,8,8,11,9,5,4,3,3,0,0,2023/4
2022-08-14,Cagliari,Bologna,0,0,D,0,0,H,9,8,3,3,16,12,6,6,2,2,0,0,2023/4
2022-08-17,Cagliari,Monza,0,0,D,0,0,H,10,6,3,2,17,10,5,5,2,2,0,0,2023/4
2022-08-25,Como,Udinese,1,0,H,0,0,H,13,7,4,2,9,9,5,7,1,3,0,0,2023/4
2022-08-25,Lecce,Napoli,0,1,A,0,0,H,6,11,2,4,15,17,5,7,1,3,0,0,2023/4
2022-08-09,Roma,Cagliari,1,0,H,1,0,H,10,9,4,3,12,16,7,7,2,0,0,0,2023/4
2022-08-25,Venezia,Juventus,0,2,A,0,1,H,7,7,2,2,16,12,7,12,3,1,0,0,2023/4
2022-08-18,Fiorentina,Genoa,0,0,D,0,0,H,12,13,3,5,16,15,6,4,0,3,0,0,2023/4
2022-08-16,Lazio,Roma,0,0,D,0,0,H,11,12,4,5,14,12,4,5,3,1,0,0,2023/4
2022-08-12,Genoa,Napoli,0,2,A,0,1,H,9,6,3,2,9,17,8,4,0,3,0,0,2023/4
2022-08-15,Udinese,Lecce,1,0,H,0,0,H,5,8,2,3,14,15,3,8,3,3,0,0,2023/4
2022-08-19,Atalanta,Fiorentina,1,0,H,1,0,H,16,6,4,2,9,17,7,3,1,2,0,0,2023/4
2022-08-21,Genoa,Fiorentina,1,0,H,1,0,H,4,9,1,3,17,11,7,10,0,3,0,0,2023/4
2022-08-17,Venezia,Verona,0,0,D,0,0,H,8,9,3,4,13,14,4,5,3,2,0,0,2023/4
2022-08-24,Juventus,AC Milan,2,1,H,1,1,H,13,10,4,4,11,17,10,4,3,3,0,0,2023/4
2022-08-16,Intel Milan,Udinese,0,1,A,0,0,H,14,3,4,1,9,12,6,4,0,2,0,0,2023/4
2022-08-05,Genoa,Cagliari,0,1,A,0,1,H,9,7,3,3,13,8,6,2,0,2,0,0,2023/4
2022-08-27,Bologna,AC Milan,2,1,H,2,0,H,8,9,3,2,17,17,4,9,2,3,0,0,2023/4
2022-08-16,Sassuolo,Lazio,0,0,D,0,0,H,11,10,4,4,12,12,3,2,2,2,0,0,2023/4
2022-08-27,Torino,Lazio,0,1,A,0,1,H,10,12,4,4,18,14,2,5,1,1,0,0,2023/4
2022-08-11,Genoa,Intel Milan,1,0,H,1,0,H,8,13,3,3,8,17,7,5,2,1,0,0,2023/4
2022-08-16,Torino,Lecce,1,0,H,0,0,H,3,12,1,5,10,16,4,6,1,3,0,0,2023/4
2022-08-02,Torino,Intel Milan,2,2,D,2,0,H,8,12,3,4,16,17,9,3,2,1,0,0,2023/4
2022-08-08,Intel Milan,Como,2,0,H,2,0,H,16,10,6,3,14,14,3,8,0,1,0,0,2023/4
2022-08-06,Udinese,Roma,0,0,D,0,0,H,10,14,4,4,18,17,4,7,2,1,0,0,2023/4
2022-08-13,Venezia,Monza,0,0,D,0,0,H,9,7,4,2,9,14,5,4,2,1,0,0,2023/4
2022-08-05,Empoli,Venezia,0,0,D,0,0,H,10,11,3,4,12,15,5,2,0,3,0,0,2023/4
2022-08-07,Roma,Lazio,0,0,D,0,0,H,9,10,2,3,18,14,6,5,2,0,0,0,2023/4
2022-08-06,Verona,Genoa,0,0,D,0,0,H,3,7,1,2,13,8,3,8,0,3,0,0,2023/4
2022-08-16,Venezia,Sassuolo,1,0,H,0,0,H,8,6,3,2,17,16,4,9,1,1,0,0,2023/4
2022-08-07,Cagliari,AC Milan,2,2,D,1,0,H,8,18,2,5,12,17,5,6,0,1,0,0,2023/4
2022-08-14,Bologna,Sassuolo,0,0,D,0,0,H,10,12,3,4,17,10,3,6,2,2,0,0,2023/4
2022-08-21,Intel Milan,Atalanta,4,2,H,2,1,H,14,14,6,6,13,17,3,3,0,0,0,0,2023/4
2022-08-09,Verona,Fiorentina,1,0,H,1,0,H,3,9,1,3,8,11,5,8,0,0,0,0,2023/4
2022-08-09,Torino,AC Milan,0,0,D,0,0,H,11,8,5,3,14,13,8,5,2,0,0,0,2023/4
2022-08-08,Verona,Atalanta,0,1,A,0,1,H,12,3,3,1,17,8,3,4,2,3,0,0,2023/4
2022-08-07,Genoa,Lecce,1,1,D,0,0,H,11,5,4,1,17,12,4,8,1,1,0,0,2023/4
2022-08-10,Como,Intel Milan,0,3,A,0,0,H,6,13,2,5,10,16,5,6,2,3,0,0,2023/4
2022-08-21,Lazio,Empoli,1,1,D,1,1,H,11,6,3,2,13,8,4,6,1,0,0,0,2023/4
2022-08-05,Como,Sassuolo,0,0,D,0,0,H,7,8,3,3,18,9,9,6,3,1,0,0,2023/4
2022-08-11,Monza,Torino,0,0,D,0,0,H,3,8,1,3,13,11,3,4,1,3,0,0,2023/4
2022-08-21,Torino,Juventus,0,2,A,0,0,H,10,13,3,6,12,18,7,5,1,3,0,0,2023/4
2022-08-16,Empoli,Bologna,0,0,D,0,0,H,9,15,3,6,17,11,6,7,2,0,0,0,2023/4
2022-08-17,Udinese,Bologna,0,0,D,0,0,H,7,10,3,3,15,15,5,8,2,3,0,0,2023/4
2022-08-01,Monza,Como,0,0,D,0,0,H,8,12,3,3,15,14,2,2,1,3,0,0,2023/4
2022-08-24,Venezia,Empoli,0,0,D,0,0,H,11,11,4,3,12,9,2,2,2,3,0,0,2023/4
2022-08-01,Sassuolo,Atalanta,0,0,D,0,0,H,9,12,2,3,12,9,5,4,0,3,0,0,2023/4
2022-08-09,Napoli,Genoa,2,0,H,0,0,H,14,12,4,5,11,11,7,4,3,0,0,0,2023/4
2022-08-04,Cagliari,Sassuolo,1,0,H,0,0,H,11,13,4,5,12,17,3,4,3,1,0,0,2023/4
2022-08-07,Genoa,Torino,1,0,H,0,0,H,10,9,3,3,9,18,5,8,0,0,0,0,2023/4
2022-08-15,Venezia,Torino,0,0,D,0,0,H,9,16,3,5,11,9,2,6,1,3,0,0,2023/4
2022-08-22,Juventus,Cagliari,2,0,H,0,0,H,6,9,2,2,15,12,8,6,1,0,0,0,2023/4
2022-08-16,Fiorentina,Cagliari,0,2,A,0,0,H,15,4,5,1,11,8,4,4,1,0,0,0,2023/4
2022-08-07,Intel Milan,AC Milan,4,0,H,4,0,H,10,9,4,4,15,11,3,4,1,3,0,0,2023/4
2022-08-01,Torino,Atalanta,1,1,D,0,1,H,7,12,2,5,9,18,2,7,2,1,0,0,2023/4
2022-08-28,Cagliari,Torino,1,0,H,1,0,H,12,5,5,2,10,10,4,4,2,0,0,0,2023/4
2022-08-09,Como,Fiorentina,0,0,D,0,0,H,7,8,2,3,17,14,2,10,3,0,0,0,2023/4
2022-08-09,Torino,Como,1,0,H,0,0,H,10,13,4,6,11,13,4,4,0,2,0,0,2023/4
2022-08-01,Udinese,Atalanta,0,0,D,0,0,H,7,15,3,6,8,12,7,2,2,0,0,0,2023/4
2022-08-04,Juventus,Udinese,0,1,A,0,0,H,9,5,3,1,17,13,5,6,3,0,0,0,2023/4
2022-08-26,Monza,Fiorentina,0,0,D,0,0,H,12,5,4,2,12,15,9,6,3,3,0,0,2023/4
2022-08-11,Cagliari,Napoli,0,0,D,0,0,H,12,10,4,4,14,10,4,5,2,3,0,0,2023/4
2022-08-28,Como,AC Milan,1,1,D,1,1,H,12,13,4,4,12,8,5,4,3,2,0,0,2023/4
2022-08-24,Napoli,Venezia,2,0,H,2,0,H,10,8,3,2,15,13,4,6,2,0,0,0,2023/4
2022-08-04,Fiorentina,Venezia,1,1,D,0,1,H,3,9,1,2,12,16,6,6,0,3,0,0,2023/4
2022-08-16,Sassuolo,Lecce,0,1,A,0,1,H,9,9,2,2,18,13,2,5,2,3,0,0,2023/4
2022-08-28,Verona,Torino,0,0,D,0,0,H,14,11,5,4,13,8,3,6,2,2,0,0,2023/4
2022-08-24,Fiorentina,Empoli,0,0,D,0,0,H,10,5,3,2,10,17,5,5,2,1,0,0,2023/4
2022-08-02,Roma,Bologna,1,0,H,1,0,H,12,4,5,1,13,8,4,7,0,2,0,0,2023/4
2022-08-25,Roma,Juventus,2,0,H,1,0,H,17,8,7,3,10,14,2,3,2,3,0,0,2023/4
2022-08-22,Intel Milan,Genoa,2,1,H,0,0,H,20,9,6,4,16,9,2,10,2,1,0,0,2023/4
2022-08-18,Genoa,Venezia,1,1,D,0,0,H,3,10,1,3,9,15,9,6,0,0,0,0,2023/4
2022-08-19,Sassuolo,Juventus,1,1,D,0,1,H,7,11,2,4,15,10,3,4,1,3,0,0,2023/4
2022-08-04,Lazio,Venezia,0,1,A,0,1,H,3,8,1,2,15,9,6,7,2,0,0,0,2023/4
2022-08-28,Cagliari,Lecce,0,0,D,0,0,H,12,9,3,3,15,13,9,2,0,0,0,0,2023/4
2022-08-17,Verona,Como,1,0,H,0,0,H,12,6,4,2,12,13,8,4,2,3,0,0,2023/4
2022-08-26,Lecce,Genoa,0,0,D,0,0,H,4,5,1,1,8,14,8,3,3,3,0,0,2023/4
2022-08-06,Empoli,Udinese,1,0,H,1,0,H,11,13,4,5,16,11,3,7,2,0,0,0,2023/4
2022-08-04,Cagliari,Udinese,0,0,D,0,0,H,16,9,6,4,13,10,5,6,3,1,0,0,2023/4
2022-08-27,Empoli,Fiorentina,0,0,D,0,0,H,12,8,4,2,15,12,5,6,0,0,0,0,2023/4
2022-08-09,Udinese,Sassuolo,0,1,A,0,1,H,12,5,4,2,12,15,9,7,3,0,0,0,2023/4
2022-08-26,Napoli,Sassuolo,1,2,A,1,1,H,10,5,3,2,10,8,4,7,1,3,0,0,2023/4
2022-08-12,Intel Milan,Cagliari,0,1,A,0,0,H,14,10,5,3,15,18,4,3,0,0,0,0,2023/4
2022-08-21,Napoli,Verona,1,0,H,1,0,H,11,6,3,1,14,11,6,4,3,0,0,0,2023/4
2022-08-20,Lecce,Lazio,0,0,D,0,0,H,7,12,2,4,9,13,6,2,0,3,0,0,2023/4
2022-08-05,Juventus,Roma,1,1,D,0,0,H,12,18,3,7,17,14,4,4,2,3,0,0,2023/4
2022-08-05,Monza,Genoa,1,0,H,0,0,H,3,8,1,3,13,11,3,5,3,3,0,0,2023/4
2022-08-11,Roma,Monza,2,0,H,2,0,H,9,11,2,3,12,13,12,5,0,0,0,0,2023/4
2022-08-15,Juventus,Napoli,0,1,A,0,0,H,11,23,4,9,11,18,5,8,3,0,0,0,2023/4
