Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2022-08-23,Mallorca,Osasuna,0,0,D,0,0,H,4,5,1,2,11,13,4,4,3,2,0,0,2022/3
2022-08-05,Getafe,Las Palmas,0,0,D,0,0,H,14,6,5,2,13,18,2,8,1,1,0,0,2022/3
2022-08-11,Girona,Las Palmas,1,0,H,1,0,H,15,10,6,4,16,9,3,6,3,1,0,0,2022/3
2022-08-24,Las Palmas,Vallecano,0,1,A,0,1,H,11,8,4,3,12,9,4,7,3,3,0,0,2022/3
2022-08-28,Mallorca,Alavés,0,0,D,0,0,H,8,6,2,1,8,15,4,2,1,1,0,0,2022/3
2022-08-05,Espanyol,Real Madrid,0,2,A,0,2,H,12,18,5,7,12,13,3,6,3,2,0,0,2022/3
2022-08-20,Athletic Bilbao,Sevilla,2,0,H,1,0,H,11,6,5,2,17,9,7,6,2,0,0,0,2022/3
2022-08-26,Osasuna,Vallecano,0,1,A,0,1,H,8,8,3,2,14,14,6,6,0,2,0,0,2022/3
2022-08-25,Getafe,Espanyol,1,0,H,0,0,H,10,8,3,3,14,9,6,3,2,3,0,0,2022/3
2022-08-06,Barcelona,Atletico Madrid,3,1,H,1,0,H,16,8,6,3,17,15,5,4,2,0,0,0,2022/3
2022-08-10,Real Betis,Athletic Bilbao,1,0,H,0,0,H,12,10,4,4,10,17,9,6,1,2,0,0,2022/3
2022-08-12,Villarreal,Real Madrid,0,1,A,0,0,H,19,19,8,7,10,13,2,2,3,0,0,0,2022/3
2022-08-27,Girona,Alavés,1,1,D,1,0,H,7,10,2,3,8,18,7,6,2,2,0,0,2022/3
2022-08-23,Atletico Madrid,Valencia,1,0,H,0,0,H,10,14,4,4,10,15,5,3,0,0,0,0,2022/3
2022-08-03,Mallorca,Las Palmas,1,0,H,1,0,H,6,4,1,1,13,13,7,4,2,0,0,0,2022/3
2022-08-17,Celta,Alavés,1,1,D,0,0,H,7,7,2,2,14,18,6,3,3,1,0,0,2022/3
2022-08-25,Atletico Madrid,Real Betis,2,1,H,1,0,H,15,15,5,4,12,11,3,8,1,0,0,0,2022/3
2022-08-08,Celta,Real Betis,1,2,A,1,2,H,7,4,2,1,15,8,3,7,0,1,0,0,2022/3
2022-08-11,Valencia,Real Madrid,1,1,D,0,1,H,8,10,3,3,13,14,3,5,3,0,0,0,2022/3
2022-08-14,Las Palmas,Real Madrid,0,1,A,0,0,H,12,12,3,5,16,9,4,2,0,1,0,0,2022/3
2022-08-23,Vallecano,Celta,0,0,D,0,0,H,12,9,4,2,9,17,10,4,2,1,0,0,2022/3
2022-08-20,Sevilla,Real Valladolid,0,0,D,0,0,H,7,14,2,5,12,12,4,3,2,3,0,0,2022/3
2022-08-11,Real Sociedad,Real Betis,1,0,H,1,0,H,7,13,2,4,12,14,5,3,0,2,0,0,2022/3
2022-08-25,Atletico Madrid,Celta,0,2,A,0,2,H,14,13,6,5,14,11,6,5,1,0,0,0,2022/3
2022-08-07,Leganés,Real Betis,0,1,A,0,0,H,6,13,2,6,17,12,7,5,1,2,0,0,2022/3
2022-08-27,Osasuna,Espanyol,0,0,D,0,0,H,8,7,3,2,12,11,4,5,0,2,0,0,2022/3
2022-08-24,Las Palmas,Girona,0,1,A,0,1,H,7,4,3,1,14,13,2,2,3,3,0,0,2022/3
2022-08-10,Atletico Madrid,Osasuna,2,0,H,2,0,H,13,14,5,5,18,11,7,7,0,0,0,0,2022/3
2022-08-09,Athletic Bilbao,Atletico Madrid,2,1,H,2,1,H,10,16,4,7,8,12,6,5,3,3,0,0,2022/3
2022-08-21,Atletico Madrid,Girona,0,1,A,0,1,H,21,14,6,5,11,14,2,4,2,0,0,0,2022/3
2022-08-04,Alavés,Osasuna,0,0,D,0,0,H,3,14,1,4,12,10,6,2,2,3,0,0,2022/3
2022-08-21,Atletico Madrid,Sevilla,1,2,A,1,2,H,17,11,7,3,18,8,3,2,3,1,0,0,2022/3
2022-08-19,Valencia,Getafe,0,0,D,0,0,H,7,6,2,2,16,12,5,3,2,0,0,0,2022/3
2022-08-03,Osasuna,Athletic Bilbao,2,0,H,0,0,H,3,6,1,1,14,18,7,5,3,0,0,0,2022/3
2022-08-01,Athletic Bilbao,Real Sociedad,2,2,D,0,2,H,13,14,5,4,17,8,11,2,0,2,0,0,2022/3
2022-08-22,Osasuna,Girona,2,2,D,0,1,H,8,11,2,3,12,11,9,5,1,3,0,0,2022/3
2022-08-28,Espanyol,Vallecano,0,1,A,0,0,H,17,7,5,2,14,16,5,6,3,1,0,0,2022/3
2022-08-12,Girona,Sevilla,0,1,A,0,0,H,9,15,3,4,15,15,4,4,1,2,0,0,2022/3
2022-08-24,Real Madrid,Atletico Madrid,6,1,H,3,1,H,22,8,9,2,18,13,3,3,3,1,0,0,2022/3
2022-08-05,Leganés,Girona,0,1,A,0,1,H,6,9,2,4,18,15,8,7,3,2,0,0,2022/3
2022-08-12,Getafe,Real Madrid,0,1,A,0,1,H,7,24,2,7,18,15,3,5,3,1,0,0,2022/3
2022-08-05,Las Palmas,Getafe,0,0,D,0,0,H,6,7,2,3,17,13,11,5,1,1,0,0,2022/3
2022-08-27,Villarreal,Sevilla,0,0,D,0,0,H,10,10,4,3,14,9,5,5,0,0,0,0,2022/3
2022-08-24,Sevilla,Osasuna,0,0,D,0,0,H,9,9,3,4,11,18,5,6,2,3,0,0,2022/3
2022-08-13,Espanyol,Valencia,0,0,D,0,0,H,13,10,5,4,16,18,4,6,3,1,0,0,2022/3
2022-08-08,Vallecano,Alavés,0,0,D,0,0,H,8,7,3,3,18,18,6,10,3,1,0,0,2022/3
2022-08-26,Espanyol,Celta,2,0,H,0,0,H,7,7,2,2,16,9,3,4,3,1,0,0,2022/3
2022-08-10,Vallecano,Mallorca,0,0,D,0,0,H,5,8,1,3,11,16,2,4,0,1,0,0,2022/3
2022-08-25,Sevilla,Athletic Bilbao,1,0,H,1,0,H,16,6,5,2,18,9,3,3,0,2,0,0,2022/3
2022-08-01,Athletic Bilbao,Real Valladolid,0,0,D,0,0,H,13,6,6,2,17,12,3,7,2,3,0,0,2022/3
2022-08-21,Las Palmas,Osasuna,0,0,D,0,0,H,9,6,3,2,17,17,5,4,0,3,0,0,2022/3
2022-08-16,Villarreal,Athletic Bilbao,0,1,A,0,1,H,10,3,3,1,14,16,5,5,0,3,0,0,2022/3
2022-08-16,Barcelona,Vallecano,2,1,H,0,0,H,13,10,4,4,8,14,5,4,0,3,0,0,2022/3
2022-08-08,Vallecano,Getafe,0,0,D,0,0,H,9,8,3,2,18,9,2,8,3,3,0,0,2022/3
2022-08-10,Getafe,Real Sociedad,0,1,A,0,0,H,10,10,4,3,16,15,2,6,1,3,0,0,2022/3
2022-08-01,Celta,Mallorca,0,0,D,0,0,H,4,7,1,3,16,15,6,8,0,1,0,0,2022/3
2022-08-21,Real Madrid,Girona,1,1,D,0,0,H,20,18,7,8,8,12,8,4,0,3,0,0,2022/3
2022-08-20,Las Palmas,Valencia,0,0,D,0,0,H,5,17,2,5,13,14,6,4,0,1,0,0,2022/3
2022-08-13,Valencia,Alavés,2,0,H,0,0,H,7,12,2,4,18,10,2,2,3,0,0,0,2022/3
2022-08-16,Real Sociedad,Getafe,2,0,H,1,0,H,14,10,6,4,11,15,6,6,0,0,0,0,2022/3
2022-08-01,Real Valladolid,Mallorca,1,1,D,0,0,H,7,11,3,4,15,15,3,2,2,3,0,0,2022/3
2022-08-04,Girona,Real Valladolid,2,0,H,0,0,H,9,8,3,3,14,15,3,7,0,2,0,0,2022/3
2022-08-22,Real Madrid,Osasuna,2,0,H,2,0,H,23,10,7,3,13,15,6,11,3,1,0,0,2022/3
2022-08-19,Mallorca,Leganés,0,0,D,0,0,H,14,8,4,2,10,18,6,6,1,3,0,0,2022/3
2022-08-26,Real Valladolid,Celta,0,0,D,0,0,H,10,10,4,3,18,10,8,7,3,0,0,0,2022/3
2022-08-23,Leganés,Alavés,0,0,D,0,0,H,11,6,3,1,14,8,5,5,2,0,0,0,2022/3
2022-08-17,Atletico Madrid,Alavés,2,0,H,1,0,H,10,3,4,1,8,12,8,6,1,2,0,0,2022/3
2022-08-16,Girona,Osasuna,0,0,D,0,0,H,8,8,3,2,15,15,3,2,1,0,0,0,2022/3
2022-08-03,Barcelona,Las Palmas,1,0,H,0,0,H,21,11,8,5,10,18,4,5,1,1,0,0,2022/3
2022-08-19,Getafe,Real Valladolid,1,1,D,0,0,H,9,11,3,5,10,11,2,6,3,2,0,0,2022/3
2022-08-02,Barcelona,Celta,1,1,D,0,0,H,12,10,4,4,13,14,4,5,0,1,0,0,2022/3
2022-08-28,Real Valladolid,Real Madrid,0,0,D,0,0,H,5,15,1,6,11,10,4,2,3,3,0,0,2022/3
2022-08-10,Getafe,Villarreal,1,0,H,0,0,H,10,9,3,3,15,9,2,3,3,0,0,0,2022/3
2022-08-25,Atletico Madrid,Villarreal,1,2,A,0,2,H,12,10,5,4,18,8,5,7,2,2,0,0,2022/3
2022-08-10,Athletic Bilbao,Getafe,0,1,A,0,0,H,17,5,7,2,16,17,7,3,2,2,0,0,2022/3
2022-08-27,Real Sociedad,Vallecano,2,1,H,2,0,H,9,10,3,4,17,16,9,7,1,3,0,0,2022/3
2022-08-20,Real Sociedad,Atletico Madrid,0,1,A,0,0,H,15,11,7,4,18,9,4,3,2,2,0,0,2022/3
2022-08-11,Real Madrid,Vallecano,3,0,H,1,0,H,16,9,6,3,11,17,4,5,1,2,0,0,2022/3
2022-08-09,Osasuna,Real Valladolid,0,1,A,0,1,H,10,6,3,2,12,17,10,3,3,1,0,0,2022/3
2022-08-10,Barcelona,Real Madrid,0,1,A,0,0,H,12,16,3,7,11,18,2,6,2,2,0,0,2022/3
2022-08-24,Atletico Madrid,Espanyol,0,0,D,0,0,H,11,16,4,5,12,18,6,5,1,1,0,0,2022/3
2022-08-26,Leganés,Las Palmas,0,1,A,0,0,H,5,9,1,4,15,13,4,7,1,3,0,0,2022/3
2022-08-05,Alavés,Vallecano,0,0,D,0,0,H,12,13,4,5,12,17,5,8,0,2,0,0,2022/3
2022-08-03,Real Sociedad,Las Palmas,0,0,D,0,0,H,11,9,4,3,11,12,7,4,3,3,0,0,2022/3
2022-08-14,Las Palmas,Real Sociedad,1,0,H,0,0,H,6,9,2,3,11,12,5,5,0,3,0,0,2022/3
2022-08-11,Alavés,Real Sociedad,0,0,D,0,0,H,11,8,3,3,9,10,6,2,1,0,0,0,2022/3
2022-08-09,Espanyol,Sevilla,1,1,D,0,0,H,6,4,1,1,9,16,4,5,2,1,0,0,2022/3
2022-08-22,Alavés,Leganés,1,3,A,0,2,H,10,8,4,2,17,8,6,3,0,0,0,0,2022/3
2022-08-08,Real Madrid,Espanyol,2,0,H,1,0,H,20,12,7,4,11,17,6,4,2,2,0,0,2022/3
2022-08-08,Vallecano,Sevilla,0,0,D,0,0,H,10,9,4,3,10,14,3,5,1,0,0,0,2022/3
2022-08-09,Barcelona,Getafe,1,0,H,0,0,H,16,15,7,7,15,9,5,7,0,1,0,0,2022/3
2022-08-06,Real Valladolid,Getafe,1,0,H,0,0,H,8,4,3,1,11,12,2,5,0,0,0,0,2022/3
2022-08-13,Mallorca,Sevilla,0,0,D,0,0,H,3,8,1,3,15,11,2,7,1,0,0,0,2022/3
2022-08-13,Barcelona,Real Sociedad,2,2,D,2,0,H,17,20,6,6,17,14,3,2,0,2,0,0,2022/3
2022-08-11,Celta,Leganés,0,0,D,0,0,H,10,4,3,1,13,8,5,7,3,3,0,0,2022/3
2022-08-20,Alavés,Valencia,0,0,D,0,0,H,9,9,3,3,18,14,2,4,1,3,0,0,2022/3
2022-08-10,Sevilla,Girona,1,0,H,1,0,H,14,13,5,4,11,14,5,2,3,0,0,0,2022/3
2022-08-23,Real Madrid,Valencia,3,0,H,3,0,H,17,8,7,2,8,14,6,2,2,2,0,0,2022/3
2022-08-03,Sevilla,Real Betis,0,1,A,0,0,H,6,8,2,3,14,12,6,5,2,1,0,0,2022/3
2022-08-08,Espanyol,Real Betis,1,1,D,1,1,H,5,7,1,2,17,18,8,9,1,0,0,0,2022/3
2022-08-06,Real Madrid,Sevilla,3,2,H,0,1,H,10,15,4,4,9,17,6,7,0,2,0,0,2022/3
2022-08-28,Las Palmas,Celta,1,1,D,1,0,H,8,4,3,1,14,12,4,8,1,1,0,0,2022/3
2022-08-20,Real Betis,Espanyol,0,0,D,0,0,H,10,9,3,4,8,17,8,3,1,2,0,0,2022/3
2022-08-26,Osasuna,Valencia,0,0,D,0,0,H,6,5,2,1,11,17,5,7,0,0,0,0,2022/3
2022-08-25,Atletico Madrid,Getafe,1,0,H,0,0,H,12,10,5,4,15,16,3,3,2,1,0,0,2022/3
2022-08-28,Girona,Mallorca,1,0,H,0,0,H,16,9,5,2,10,12,5,5,0,0,0,0,2022/3
2022-08-08,Girona,Real Betis,0,0,D,0,0,H,11,9,4,4,17,13,6,6,2,3,0,0,2022/3
2022-08-21,Vallecano,Espanyol,0,1,A,0,0,H,11,11,3,3,17,8,7,5,0,3,0,0,2022/3
2022-08-25,Real Madrid,Athletic Bilbao,3,1,H,3,0,H,16,14,6,5,14,16,3,6,3,3,0,0,2022/3
2022-08-23,Villarreal,Real Sociedad,1,0,H,1,0,H,9,10,3,4,14,12,3,11,3,1,0,0,2022/3
2022-08-20,Leganés,Athletic Bilbao,1,0,H,0,0,H,8,10,3,3,13,12,4,4,0,3,0,0,2022/3
2022-08-25,Osasuna,Leganés,0,2,A,0,1,H,5,10,1,3,8,11,2,2,3,1,0,0,2022/3
2022-08-26,Real Valladolid,Villarreal,0,0,D,0,0,H,5,10,2,3,12,14,5,5,1,1,0,0,2022/3
2022-08-15,Villarreal,Real Betis,2,0,H,0,0,H,8,5,3,1,15,13,3,2,1,3,0,0,2022/3
2022-08-21,Real Madrid,Real Betis,1,0,H,0,0,H,20,17,6,5,9,12,4,8,2,0,0,0,2022/3
2022-08-03,Valencia,Leganés,0,0,D,0,0,H,8,11,3,5,17,12,7,4,2,3,0,0,2022/3
2022-08-11,Celta,Barcelona,2,0,H,1,0,H,13,22,6,6,11,12,7,8,1,0,0,0,2022/3
2022-08-01,Celta,Villarreal,2,0,H,2,0,H,10,9,4,3,16,11,4,3,2,0,0,0,2022/3
2022-08-11,Villarreal,Atletico Madrid,1,0,H,0,0,H,10,7,4,2,12,13,6,4,0,0,0,0,2022/3
2022-08-22,Real Valladolid,Real Betis,0,1,A,0,0,H,6,11,2,4,16,17,5,5,0,1,0,0,2022/3
2022-08-24,Espanyol,Getafe,0,0,D,0,0,H,6,11,2,4,18,12,5,2,1,1,0,0,2022/3
2022-08-08,Real Valladolid,Las Palmas,0,0,D,0,0,H,9,9,3,3,8,8,2,6,2,0,0,0,2022/3
2022-08-27,Getafe,Girona,0,0,D,0,0,H,6,8,2,3,10,14,11,3,2,1,0,0,2022/3
2022-08-16,Osasuna,Real Betis,0,0,D,0,0,H,7,8,3,2,9,11,11,5,3,1,0,0,2022/3
2022-08-11,Valencia,Barcelona,1,1,D,0,1,H,7,15,2,5,17,13,8,4,3,2,0,0,2022/3
2022-08-21,Alavés,Celta,1,0,H,0,0,H,9,12,4,5,18,13,5,4,1,2,0,0,2022/3
2022-08-14,Osasuna,Mallorca,0,0,D,0,0,H,11,8,3,3,15,12,6,5,2,2,0,0,2022/3
2022-08-10,Real Madrid,Las Palmas,3,1,H,3,1,H,7,9,2,4,12,9,11,6,1,1,0,0,2022/3
2022-08-05,Real Sociedad,Espanyol,0,0,D,0,0,H,9,9,4,3,9,16,7,6,2,3,0,0,2022/3
2022-08-06,Osasuna,Sevilla,0,0,D,0,0,H,11,11,4,3,17,15,3,3,0,2,0,0,2022/3
2022-08-14,Mallorca,Celta,3,0,H,1,0,H,16,8,6,3,15,8,9,5,2,2,0,0,2022/3
2022-08-13,Getafe,Leganés,1,0,H,0,0,H,5,3,2,1,17,11,3,10,3,3,0,0,2022/3
2022-08-06,Vallecano,Real Madrid,0,3,A,0,1,H,10,16,4,5,17,13,7,2,3,0,0,0,2022/3
2022-08-14,Athletic Bilbao,Villarreal,0,1,A,0,1,H,17,11,7,3,15,9,4,6,1,0,0,0,2022/3
2022-08-12,Valencia,Girona,0,0,D,0,0,H,10,6,3,2,18,18,4,3,2,0,0,0,2022/3
2022-08-19,Real Betis,Vallecano,2,1,H,1,0,H,11,12,4,3,9,8,4,3,0,1,0,0,2022/3
2022-08-09,Valencia,Las Palmas,0,2,A,0,1,H,8,11,3,4,17,12,4,2,0,2,0,0,2022/3
2022-08-25,Las Palmas,Athletic Bilbao,0,1,A,0,1,H,11,9,5,2,16,9,8,6,3,1,0,0,2022/3
2022-08-23,Getafe,Valencia,0,0,D,0,0,H,8,10,3,4,15,15,6,7,2,2,0,0,2022/3
2022-08-08,Vallecano,Barcelona,1,0,H,1,0,H,7,15,2,6,12,18,3,11,2,1,0,0,2022/3
2022-08-19,Getafe,Vallecano,1,0,H,1,0,H,5,9,1,2,9,10,9,3,0,3,0,0,2022/3
2022-08-11,Athletic Bilbao,Mallorca,1,0,H,1,0,H,10,5,3,1,17,11,5,2,3,3,0,0,2022/3
2022-08-24,Real Valladolid,Athletic Bilbao,0,1,A,0,1,H,10,8,4,3,17,12,5,8,1,3,0,0,2022/3
2022-08-02,Sevilla,Celta,1,0,H,0,0,H,10,11,3,4,8,12,5,7,3,1,0,0,2022/3
2022-08-28,Mallorca,Barcelona,0,1,A,0,0,H,9,10,4,4,13,15,4,4,1,2,0,0,2022/3
2022-08-25,Real Sociedad,Celta,0,0,D,0,0,H,10,8,4,3,17,10,6,3,0,1,0,0,2022/3
2022-08-05,Villarreal,Vallecano,1,0,H,0,0,H,11,14,4,6,8,10,6,7,1,3,0,0,2022/3
2022-08-25,Espanyol,Villarreal,0,0,D,0,0,H,4,7,1,2,8,18,5,3,2,2,0,0,2022/3
2022-08-27,Atletico Madrid,Athletic Bilbao,1,0,H,1,0,H,9,17,2,6,16,11,5,6,1,1,0,0,2022/3
2022-08-17,Leganés,Villarreal,0,0,D,0,0,H,6,10,2,4,14,16,4,8,1,3,0,0,2022/3
2022-08-19,Girona,Getafe,1,0,H,1,0,H,13,16,4,7,16,12,8,7,3,0,0,0,2022/3
2022-08-03,Leganés,Barcelona,0,1,A,0,1,H,4,8,1,3,15,14,6,9,3,1,0,0,2022/3
2022-08-22,Espanyol,Girona,0,1,A,0,1,H,9,15,3,5,18,11,3,7,3,3,0,0,2023/4
2022-08-06,Villarreal,Athletic Bilbao,0,0,D,0,0,H,16,13,5,5,8,8,3,7,3,2,0,0,2023/4
2022-08-06,Alavés,Real Madrid,1,1,D,0,0,H,4,15,1,5,14,8,6,9,3,0,0,0,2023/4
2022-08-23,Mallorca,Leganés,0,1,A,0,1,H,8,12,3,4,12,15,7,5,3,2,0,0,2023/4
2022-08-08,Real Sociedad,Barcelona,1,0,H,1,0,H,14,14,6,4,18,15,3,3,3,1,0,0,2023/4
2022-08-09,Barcelona,Celta,3,1,H,2,0,H,15,7,6,2,13,16,5,9,2,0,0,0,2023/4
2022-08-01,Athletic Bilbao,Real Madrid,1,1,D,0,0,H,13,16,5,7,9,17,6,4,0,1,0,0,2023/4
2022-08-18,Real Valladolid,Real Madrid,0,3,A,0,1,H,10,12,3,5,17,17,7,7,1,3,0,0,2023/4
2022-08-23,Osasuna,Espanyol,0,0,D,0,0,H,7,3,3,1,16,14,2,3,2,0,0,0,2023/4
2022-08-14,Real Betis,Atletico Madrid,3,0,H,1,0,H,13,11,5,4,12,12,9,7,1,3,0,0,2023/4
2022-08-13,Getafe,Sevilla,0,0,D,0,0,H,3,6,1,2,15,17,7,4,1,1,0,0,2023/4
2022-08-18,Leganés,Celta,0,0,D,0,0,H,5,9,1,4,13,15,5,6,1,3,0,0,2023/4
2022-08-05,Mallorca,Villarreal,0,0,D,0,0,H,12,8,3,3,11,14,5,2,0,1,0,0,2023/4
2022-08-18,Athletic Bilbao,Girona,0,0,D,0,0,H,12,9,5,2,15,10,5,4,1,1,0,0,2023/4
2022-08-14,Mallorca,Valencia,1,0,H,1,0,H,7,10,2,4,9,12,5,5,3,1,0,0,2023/4
2022-08-09,Celta,Villarreal,1,0,H,0,0,H,16,10,6,3,17,16,10,2,1,0,0,0,2023/4
2022-08-24,Villarreal,Real Betis,0,0,D,0,0,H,10,5,3,2,8,15,6,5,1,3,0,0,2023/4
2022-08-19,Getafe,Girona,0,0,D,0,0,H,12,11,4,3,12,8,2,2,3,2,0,0,2023/4
2022-08-24,Espanyol,Real Madrid,0,2,A,0,1,H,11,19,4,6,9,18,9,3,0,2,0,0,2023/4
2022-08-06,Espanyol,Barcelona,0,3,A,0,2,H,9,11,3,3,11,11,10,10,1,1,0,0,2023/4
2022-08-02,Las Palmas,Leganés,0,0,D,0,0,H,10,12,3,5,9,11,3,2,2,2,0,0,2023/4
2022-08-06,Real Valladolid,Athletic Bilbao,1,0,H,0,0,H,11,11,4,5,15,14,2,3,0,1,0,0,2023/4
2022-08-04,Barcelona,Real Sociedad,2,0,H,1,0,H,20,13,8,6,9,10,5,3,1,0,0,0,2023/4
2022-08-09,Valencia,Real Sociedad,0,0,D,0,0,H,9,6,3,2,16,16,4,7,2,3,0,0,2023/4
2022-08-15,Osasuna,Valencia,0,2,A,0,1,H,7,11,2,4,14,10,7,5,3,2,0,0,2023/4
2022-08-27,Alavés,Osasuna,0,0,D,0,0,H,4,6,1,2,8,11,6,5,3,2,0,0,2023/4
2022-08-04,Real Madrid,Real Valladolid,4,0,H,0,0,H,18,14,8,6,10,8,5,4,1,0,0,0,2023/4
2022-08-27,Real Madrid,Real Sociedad,3,1,H,0,0,H,20,10,8,4,10,8,6,7,1,1,0,0,2023/4
2022-08-18,Mallorca,Atletico Madrid,0,0,D,0,0,H,14,11,4,5,9,11,10,7,0,2,0,0,2023/4
2022-08-27,Alavés,Sevilla,0,0,D,0,0,H,5,10,1,4,10,8,8,8,3,3,0,0,2023/4
2022-08-21,Vallecano,Real Sociedad,1,0,H,1,0,H,10,7,4,2,9,16,5,6,1,3,0,0,2023/4
2022-08-11,Alavés,Espanyol,0,0,D,0,0,H,9,9,3,4,15,10,5,3,2,2,0,0,2023/4
2022-08-23,Getafe,Espanyol,0,1,A,0,0,H,10,10,4,4,8,8,4,5,0,2,0,0,2023/4
2022-08-23,Atletico Madrid,Real Betis,1,3,A,0,2,H,18,12,7,3,11,15,8,7,0,3,0,0,2023/4
2022-08-24,Vallecano,Athletic Bilbao,0,1,A,0,0,H,3,6,1,2,17,8,5,5,1,2,0,0,2023/4
2022-08-10,Osasuna,Leganés,0,0,D,0,0,H,12,9,5,3,12,12,3,5,1,0,0,0,2023/4
2022-08-10,Alavés,Real Betis,1,0,H,1,0,H,11,9,4,3,15,16,2,2,0,1,0,0,2023/4
2022-08-11,Las Palmas,Girona,1,0,H,0,0,H,7,12,2,5,14,15,11,2,0,3,0,0,2023/4
2022-08-08,Las Palmas,Valencia,0,0,D,0,0,H,14,3,4,1,14,13,6,9,2,0,0,0,2023/4
2022-08-19,Mallorca,Athletic Bilbao,1,2,A,1,0,H,8,12,3,4,9,11,4,5,3,1,0,0,2023/4
2022-08-02,Espanyol,Alavés,0,0,D,0,0,H,7,8,3,2,13,12,3,3,1,3,0,0,2023/4
2022-08-14,Espanyol,Getafe,0,2,A,0,1,H,12,9,3,3,11,11,5,7,3,3,0,0,2023/4
2022-08-21,Real Madrid,Alavés,2,0,H,1,0,H,15,7,4,2,16,10,3,3,1,0,0,0,2023/4
2022-08-09,Real Sociedad,Las Palmas,1,0,H,0,0,H,13,7,6,3,16,9,4,2,0,2,0,0,2023/4
2022-08-16,Mallorca,Real Madrid,0,2,A,0,0,H,12,17,5,5,15,11,3,3,1,3,0,0,2023/4
2022-08-08,Villarreal,Mallorca,0,1,A,0,1,H,3,12,1,4,10,18,2,2,0,1,0,0,2023/4
2022-08-19,Osasuna,Real Madrid,0,1,A,0,0,H,5,15,1,5,18,18,3,8,2,3,0,0,2023/4
2022-08-05,Real Valladolid,Valencia,0,0,D,0,0,H,6,7,2,3,13,16,2,2,3,1,0,0,2023/4
2022-08-02,Real Betis,Getafe,2,0,H,1,0,H,13,11,4,4,14,12,2,3,3,1,0,0,2023/4
2022-08-02,Leganés,Real Madrid,0,0,D,0,0,H,11,16,4,7,10,14,7,5,1,2,0,0,2023/4
2022-08-24,Vallecano,Sevilla,0,0,D,0,0,H,8,6,2,2,8,18,6,5,0,3,0,0,2023/4
2022-08-19,Sevilla,Alavés,1,0,H,0,0,H,10,6,3,2,16,16,5,8,0,1,0,0,2023/4
2022-08-06,Real Sociedad,Osasuna,0,0,D,0,0,H,8,11,3,4,12,13,6,5,1,3,0,0,2023/4
2022-08-10,Espanyol,Leganés,0,0,D,0,0,H,8,7,3,2,18,18,10,7,0,2,0,0,2023/4
2022-08-12,Valencia,Alavés,0,0,D,0,0,H,11,9,3,4,11,16,6,6,2,2,0,0,2023/4
2022-08-26,Atletico Madrid,Real Sociedad,0,1,A,0,0,H,11,11,4,5,9,9,6,5,0,3,0,0,2023/4
2022-08-20,Vallecano,Celta,0,0,D,0,0,H,5,9,2,3,11,11,4,7,0,1,0,0,2023/4
2022-08-02,Valencia,Barcelona,0,1,A,0,1,H,12,11,5,5,14,8,4,4,0,0,0,0,2023/4
2022-08-11,Atletico Madrid,Girona,1,1,D,0,1,H,16,14,6,6,14,9,8,6,3,3,0,0,2023/4
2022-08-06,Sevilla,Athletic Bilbao,0,0,D,0,0,H,16,11,6,3,11,8,8,3,0,0,0,0,2023/4
2022-08-17,Atletico Madrid,Real Valladolid,0,0,D,0,0,H,8,7,3,3,8,11,2,3,3,2,0,0,2023/4
2022-08-20,Getafe,Valencia,0,1,A,0,1,H,7,13,2,4,9,14,6,6,0,1,0,0,2023/4
2022-08-03,Osasuna,Real Betis,0,1,A,0,0,H,6,12,2,5,12,17,5,6,0,0,0,0,2023/4
2022-08-10,Mallorca,Osasuna,0,0,D,0,0,H,12,10,4,3,11,11,5,8,3,3,0,0,2023/4
2022-08-07,Alavés,Girona,0,0,D,0,0,H,15,5,4,2,10,10,7,2,1,1,0,0,2023/4
2022-08-03,Barcelona,Valencia,2,0,H,0,0,H,15,8,5,3,12,8,2,4,2,1,0,0,2023/4
2022-08-21,Real Betis,Espanyol,0,0,D,0,0,H,7,11,3,5,8,13,4,2,1,3,0,0,2023/4
2022-08-17,Villarreal,Valencia,0,0,D,0,0,H,5,11,2,4,9,9,2,2,1,3,0,0,2023/4
2022-08-02,Real Valladolid,Real Betis,0,0,D,0,0,H,6,5,1,1,16,11,6,7,2,3,0,0,2023/4
2022-08-13,Valencia,Celta,0,1,A,0,0,H,7,9,3,4,10,18,3,5,3,0,0,0,2023/4
2022-08-07,Barcelona,Real Valladolid,0,0,D,0,0,H,13,11,4,3,12,13,2,6,2,0,0,0,2023/4
2022-08-16,Celta,Espanyol,0,0,D,0,0,H,8,8,2,3,18,15,6,7,3,1,0,0,2023/4
2022-08-02,Getafe,Leganés,0,2,A,0,2,H,10,10,4,3,9,11,3,8,2,0,0,0,2023/4
2022-08-08,Espanyol,Real Sociedad,0,0,D,0,0,H,9,10,4,3,15,18,2,8,1,3,0,0,2023/4
2022-08-02,Girona,Villarreal,0,2,A,0,0,H,10,5,3,2,9,18,5,2,2,3,0,0,2023/4
2022-08-19,Atletico Madrid,Valencia,1,0,H,1,0,H,24,9,11,3,17,9,5,11,2,2,0,0,2023/4
2022-08-09,Valencia,Villarreal,0,0,D,0,0,H,9,6,3,2,17,10,7,7,3,3,0,0,2023/4
2022-08-10,Valencia,Leganés,0,1,A,0,1,H,10,7,3,3,16,18,2,6,3,0,0,0,2023/4
